,i,j,mi
6432,mod_s_mixedf,m_cond_lt_1kf,1.0
6433,m_cond_lt_1kf,mod_s_mixedf,1.0
6438,mod_s_mixedf,m_m_snf,1.0
6439,m_m_snf,mod_s_mixedf,1.0
6446,mod_s_mixedf,m_p_sn_gt_2kf,1.0
6447,m_p_sn_gt_2kf,mod_s_mixedf,1.0
6450,mod_s_mixedf,m_s_snf,1.0
6451,m_s_snf,mod_s_mixedf,1.0
6452,mod_s_mixedf,m_s_sn_gt_1kf,1.0
6453,m_s_sn_gt_1kf,mod_s_mixedf,1.0
6454,mod_s_mixedf,m_s_sn_gt_2kf,1.0
6455,m_s_sn_gt_2kf,mod_s_mixedf,1.0
6456,mod_s_mixedf,m_s_sn_gt_3kf,1.0
6457,m_s_sn_gt_3kf,mod_s_mixedf,1.0
6458,mod_s_mixedf,m_s_sn_gt_4kf,1.0
6459,m_s_sn_gt_4kf,mod_s_mixedf,1.0
6472,mod_s_mixedf,m_sn_gt_6kf,1.0
6473,m_sn_gt_6kf,mod_s_mixedf,1.0
6484,mod_s_mixedf,mod_mixedf,1.0
6485,mod_mixedf,mod_s_mixedf,1.0
6486,mod_s_mixedf,mod_s_sn_gt_500f,1.0
6487,mod_s_sn_gt_500f,mod_s_mixedf,1.0
6488,mod_s_mixedf,mod_snf,1.0
6489,mod_snf,mod_s_mixedf,1.0
6568,mod_s_sn_gt_500f,m_cond_lt_1kf,1.0
6569,m_cond_lt_1kf,mod_s_sn_gt_500f,1.0
6574,mod_s_sn_gt_500f,m_m_snf,1.0
6575,m_m_snf,mod_s_sn_gt_500f,1.0
6582,mod_s_sn_gt_500f,m_p_sn_gt_2kf,1.0
6583,m_p_sn_gt_2kf,mod_s_sn_gt_500f,1.0
6586,mod_s_sn_gt_500f,m_s_snf,1.0
6587,m_s_snf,mod_s_sn_gt_500f,1.0
6588,mod_s_sn_gt_500f,m_s_sn_gt_1kf,1.0
6589,m_s_sn_gt_1kf,mod_s_sn_gt_500f,1.0
6590,mod_s_sn_gt_500f,m_s_sn_gt_2kf,1.0
6591,m_s_sn_gt_2kf,mod_s_sn_gt_500f,1.0
6592,mod_s_sn_gt_500f,m_s_sn_gt_3kf,1.0
6593,m_s_sn_gt_3kf,mod_s_sn_gt_500f,1.0
6594,mod_s_sn_gt_500f,m_s_sn_gt_4kf,1.0
6595,m_s_sn_gt_4kf,mod_s_sn_gt_500f,1.0
6608,mod_s_sn_gt_500f,m_sn_gt_6kf,1.0
6609,m_sn_gt_6kf,mod_s_sn_gt_500f,1.0
6620,mod_s_sn_gt_500f,mod_mixedf,1.0
6621,mod_mixedf,mod_s_sn_gt_500f,1.0
6622,mod_s_sn_gt_500f,mod_s_mixedf,1.0
6623,mod_s_mixedf,mod_s_sn_gt_500f,1.0
6624,mod_s_sn_gt_500f,mod_snf,1.0
6625,mod_snf,mod_s_sn_gt_500f,1.0
6704,mod_snf,m_cond_lt_1kf,1.0
6705,m_cond_lt_1kf,mod_snf,1.0
6710,mod_snf,m_m_snf,1.0
6711,m_m_snf,mod_snf,1.0
6718,mod_snf,m_p_sn_gt_2kf,1.0
6719,m_p_sn_gt_2kf,mod_snf,1.0
6722,mod_snf,m_s_snf,1.0
6723,m_s_snf,mod_snf,1.0
6724,mod_snf,m_s_sn_gt_1kf,1.0
6725,m_s_sn_gt_1kf,mod_snf,1.0
6726,mod_snf,m_s_sn_gt_2kf,1.0
6727,m_s_sn_gt_2kf,mod_snf,1.0
6728,mod_snf,m_s_sn_gt_3kf,1.0
6729,m_s_sn_gt_3kf,mod_snf,1.0
6730,mod_snf,m_s_sn_gt_4kf,1.0
6731,m_s_sn_gt_4kf,mod_snf,1.0
6744,mod_snf,m_sn_gt_6kf,1.0
6745,m_sn_gt_6kf,mod_snf,1.0
6756,mod_snf,mod_mixedf,1.0
6757,mod_mixedf,mod_snf,1.0
6758,mod_snf,mod_s_mixedf,1.0
6759,mod_s_mixedf,mod_snf,1.0
6760,mod_snf,mod_s_sn_gt_500f,1.0
6761,mod_s_sn_gt_500f,mod_snf,1.0
7530,notch_4kf,m_m_sn_gt_2kf,0.16667829006312687
7531,m_m_sn_gt_2kf,notch_4kf,0.16667829006312687
7614,notch_4kf,indentifierf,0.13630562538848684
7615,indentifierf,notch_4kf,0.13630562538848684
7642,notch_at_4kf,history_noisef,0.24693513999714073
7643,history_noisef,notch_at_4kf,0.24693513999714073
7732,notch_at_4kf,s_sn_gt_1kf,0.11477053695563118
7733,s_sn_gt_1kf,notch_at_4kf,0.11477053695563118
7750,notch_at_4kf,indentifierf,0.11701272866876102
7751,indentifierf,notch_at_4kf,0.11701272866876102
7752,o_ar_cf,airf,0.14460219031326924
7753,airf,o_ar_cf,0.14460219031326924
7754,o_ar_cf,airBoneGapf,0.29766897155599553
7755,airBoneGapf,o_ar_cf,0.29766897155599553
7756,o_ar_cf,ar_cf,0.5368904920831661
7757,ar_cf,o_ar_cf,0.5368904920831661
7758,o_ar_cf,ar_uf,0.33979585400228585
7759,ar_uf,o_ar_cf,0.33979585400228585
7760,o_ar_cf,bonef,0.20009459264187865
7761,bonef,o_ar_cf,0.20009459264187865
7866,o_ar_cf,o_ar_uf,0.365442693698933
7867,o_ar_uf,o_ar_cf,0.365442693698933
7874,o_ar_cf,speechf,0.10807147345953523
7875,speechf,o_ar_cf,0.10807147345953523
7878,o_ar_cf,tympf,0.30072049219907654
7879,tympf,o_ar_cf,0.30072049219907654
7886,o_ar_cf,indentifierf,0.3606052839552461
7887,indentifierf,o_ar_cf,0.3606052839552461
7890,o_ar_uf,airBoneGapf,0.1320679318450663
7891,airBoneGapf,o_ar_uf,0.1320679318450663
7892,o_ar_uf,ar_cf,0.3598500820111715
7893,ar_cf,o_ar_uf,0.3598500820111715
7894,o_ar_uf,ar_uf,0.19962634928138134
7895,ar_uf,o_ar_uf,0.19962634928138134
7896,o_ar_uf,bonef,0.18447973403943627
7897,bonef,o_ar_uf,0.18447973403943627
8002,o_ar_uf,o_ar_cf,0.365442693698933
8003,o_ar_cf,o_ar_uf,0.365442693698933
8010,o_ar_uf,speechf,0.11451831838788402
8011,speechf,o_ar_uf,0.11451831838788402
8014,o_ar_uf,tympf,0.1827815927825777
8015,tympf,o_ar_uf,0.1827815927825777
8022,o_ar_uf,indentifierf,0.36153211439414196
8023,indentifierf,o_ar_uf,0.36153211439414196
8136,s_sn_gt_1kf,notch_at_4kf,0.11477053695563118
8137,notch_at_4kf,s_sn_gt_1kf,0.11477053695563118
8182,s_sn_gt_2kf,history_heredityf,0.6836040338977228
8183,history_heredityf,s_sn_gt_2kf,0.6836040338977228
8186,s_sn_gt_2kf,history_noisef,0.10991784576970087
8187,history_noisef,s_sn_gt_2kf,0.10991784576970087
8432,speechf,airf,0.20630503724312213
8433,airf,speechf,0.20630503724312213
8436,speechf,ar_cf,0.11327456950568592
8437,ar_cf,speechf,0.11327456950568592
8438,speechf,ar_uf,0.1261084837811965
8439,ar_uf,speechf,0.1261084837811965
8440,speechf,bonef,0.12436267246583405
8441,bonef,speechf,0.12436267246583405
8546,speechf,o_ar_cf,0.10807147345953526
8547,o_ar_cf,speechf,0.10807147345953526
8548,speechf,o_ar_uf,0.11451831838788402
8549,o_ar_uf,speechf,0.11451831838788402
8566,speechf,indentifierf,0.4375215421405252
8567,indentifierf,speechf,0.4375215421405252
8580,static_normalf,bserf,0.21207534973681702
8581,bserf,static_normalf,0.21207534973681702
8584,static_normalf,history_dizzinessf,0.30588176334409023
8585,history_dizzinessf,static_normalf,0.30588176334409023
8586,static_normalf,history_fluctuatingf,0.27550104414926196
8587,history_fluctuatingf,static_normalf,0.27550104414926196
8592,static_normalf,history_nauseaf,0.1974986506459753
8593,history_nauseaf,static_normalf,0.1974986506459753
8596,static_normalf,history_recruitmentf,0.2573794375021826
8597,history_recruitmentf,static_normalf,0.2573794375021826
8600,static_normalf,history_roaringf,0.1292879877970436
8601,history_roaringf,static_normalf,0.1292879877970436
8602,static_normalf,history_vomitingf,0.11281944871104876
8603,history_vomitingf,static_normalf,0.11281944871104876
8638,static_normalf,m_sn_gt_1kf,0.11281944871104876
8639,m_sn_gt_1kf,static_normalf,0.11281944871104876
8644,static_normalf,m_sn_gt_4kf,0.15605200305700762
8645,m_sn_gt_4kf,static_normalf,0.15605200305700762
8700,static_normalf,waveform_ItoV_prolongedf,0.2573794375021826
8701,waveform_ItoV_prolongedf,static_normalf,0.2573794375021826
8702,static_normalf,indentifierf,0.10245502465921193
8703,indentifierf,static_normalf,0.10245502465921193
8704,tympf,airf,0.19929407048076145
8705,airf,tympf,0.19929407048076145
8706,tympf,airBoneGapf,0.6178954126849594
8707,airBoneGapf,tympf,0.6178954126849594
8708,tympf,ar_cf,0.28156376607660455
8709,ar_cf,tympf,0.28156376607660455
8710,tympf,ar_uf,0.330983113392064
8711,ar_uf,tympf,0.330983113392064
8712,tympf,bonef,0.12018489860898487
8713,bonef,tympf,0.12018489860898487
8734,tympf,history_ringingf,0.10876558306475918
8735,history_ringingf,tympf,0.10876558306475918
8818,tympf,o_ar_cf,0.3007204921990765
8819,o_ar_cf,tympf,0.3007204921990765
8820,tympf,o_ar_uf,0.18278159278257772
8821,o_ar_uf,tympf,0.18278159278257772
8838,tympf,indentifierf,0.2659811824172932
8839,indentifierf,tympf,0.2659811824172932
8990,wave_V_delayedf,history_buzzingf,0.5518704170314531
8991,history_buzzingf,wave_V_delayedf,0.5518704170314531
8996,wave_V_delayedf,history_fullnessf,0.5518704170314531
8997,history_fullnessf,wave_V_delayedf,0.5518704170314531
9006,wave_V_delayedf,history_ringingf,0.1580433322003196
9007,history_ringingf,wave_V_delayedf,0.1580433322003196
9128,waveform_ItoV_prolongedf,history_dizzinessf,0.15535194105131736
9129,history_dizzinessf,waveform_ItoV_prolongedf,0.15535194105131736
9136,waveform_ItoV_prolongedf,history_nauseaf,0.2876807696179836
9137,history_nauseaf,waveform_ItoV_prolongedf,0.2876807696179836
9144,waveform_ItoV_prolongedf,history_roaringf,0.3256519793309365
9145,history_roaringf,waveform_ItoV_prolongedf,0.3256519793309365
9238,waveform_ItoV_prolongedf,static_normalf,0.2573794375021826
9239,static_normalf,waveform_ItoV_prolongedf,0.2573794375021826
9248,indentifierf,airf,0.3793627486265602
9249,airf,indentifierf,0.3793627486265602
9250,indentifierf,airBoneGapf,0.16319340293716852
9251,airBoneGapf,indentifierf,0.16319340293716852
9252,indentifierf,ar_cf,0.36544172007276005
9253,ar_cf,indentifierf,0.36544172007276005
9254,indentifierf,ar_uf,0.3560955814444003
9255,ar_uf,indentifierf,0.3560955814444003
9256,indentifierf,bonef,0.4479740515605469
9257,bonef,indentifierf,0.4479740515605469
9258,indentifierf,boneAbnormalf,0.1995201267290778
9259,boneAbnormalf,indentifierf,0.1995201267290778
9264,indentifierf,history_dizzinessf,0.1421620598286694
9265,history_dizzinessf,indentifierf,0.1421620598286694
9274,indentifierf,history_noisef,0.20279342110483514
9275,history_noisef,indentifierf,0.20279342110483514
9320,indentifierf,m_sn_gt_2kf,0.123753705608078
9321,m_sn_gt_2kf,indentifierf,0.123753705608078
9358,indentifierf,notch_4kf,0.13630562538848684
9359,notch_4kf,indentifierf,0.13630562538848684
9360,indentifierf,notch_at_4kf,0.11701272866876102
9361,notch_at_4kf,indentifierf,0.11701272866876102
9362,indentifierf,o_ar_cf,0.3606052839552462
9363,o_ar_cf,indentifierf,0.3606052839552462
9364,indentifierf,o_ar_uf,0.36153211439414196
9365,o_ar_uf,indentifierf,0.36153211439414196
9372,indentifierf,speechf,0.437521542140525
9373,speechf,indentifierf,0.437521542140525
9374,indentifierf,static_normalf,0.10245502465921195
9375,static_normalf,indentifierf,0.10245502465921195
9376,indentifierf,tympf,0.2659811824172933
9377,tympf,indentifierf,0.2659811824172933
9386,airt,ar_ct,0.10299880727586894
9387,ar_ct,airt,0.10299880727586894
9390,airt,bonet,0.23895600051368474
9391,bonet,airt,0.23895600051368474
9392,airt,boneAbnormalt,0.13967030067810418
9393,boneAbnormalt,airt,0.13967030067810418
9458,airt,m_sn_gt_4kt,0.24009332601361413
9459,m_sn_gt_4kt,airt,0.24009332601361413
9506,airt,speecht,0.20692067096224837
9507,speecht,airt,0.20692067096224837
9518,airt,indentifiert,0.33274709374840816
9519,indentifiert,airt,0.33274709374840816
9522,airBoneGapt,ar_ct,0.19144583552770317
9523,ar_ct,airBoneGapt,0.19144583552770317
9524,airBoneGapt,ar_ut,0.1730464330491359
9525,ar_ut,airBoneGapt,0.1730464330491359
9632,airBoneGapt,o_ar_ct,0.24202470039714308
9633,o_ar_ct,airBoneGapt,0.24202470039714308
9634,airBoneGapt,o_ar_ut,0.10270969293385057
9635,o_ar_ut,airBoneGapt,0.10270969293385057
9646,airBoneGapt,tympt,0.5145972430620473
9647,tympt,airBoneGapt,0.5145972430620473
9656,ar_ct,airt,0.10299880727586894
9657,airt,ar_ct,0.10299880727586894
9658,ar_ct,airBoneGapt,0.19144583552770317
9659,airBoneGapt,ar_ct,0.19144583552770317
9660,ar_ct,ar_ut,0.18975871494824084
9661,ar_ut,ar_ct,0.18975871494824084
9662,ar_ct,bonet,0.1532827435248738
9663,bonet,ar_ct,0.1532827435248738
9756,ar_ct,mod_sn_gt_2kt,0.1608645344750204
9757,mod_sn_gt_2kt,ar_ct,0.1608645344750204
9768,ar_ct,o_ar_ct,0.301369981073227
9769,o_ar_ct,ar_ct,0.301369981073227
9770,ar_ct,o_ar_ut,0.40966678813075696
9771,o_ar_ut,ar_ct,0.40966678813075696
9778,ar_ct,speecht,0.12654662850422008
9779,speecht,ar_ct,0.12654662850422008
9782,ar_ct,tympt,0.19869369639828918
9783,tympt,ar_ct,0.19869369639828918
9790,ar_ct,indentifiert,0.32700750242064774
9791,indentifiert,ar_ct,0.32700750242064774
9794,ar_ut,airBoneGapt,0.1730464330491359
9795,airBoneGapt,ar_ut,0.1730464330491359
9796,ar_ut,ar_ct,0.18975871494824081
9797,ar_ct,ar_ut,0.18975871494824081
9798,ar_ut,bonet,0.21513198702953232
9799,bonet,ar_ut,0.21513198702953232
9860,ar_ut,m_sn_gt_1kt,0.11877539103567508
9861,m_sn_gt_1kt,ar_ut,0.11877539103567508
9904,ar_ut,o_ar_ct,0.401720136532777
9905,o_ar_ct,ar_ut,0.401720136532777
9906,ar_ut,o_ar_ut,0.2549951736360997
9907,o_ar_ut,ar_ut,0.2549951736360997
9918,ar_ut,tympt,0.275812563782073
9919,tympt,ar_ut,0.275812563782073
9926,ar_ut,indentifiert,0.3451189796454414
9927,indentifiert,ar_ut,0.3451189796454414
9928,bonet,airt,0.23895600051368468
9929,airt,bonet,0.23895600051368468
9932,bonet,ar_ct,0.15328274352487378
9933,ar_ct,bonet,0.15328274352487378
9934,bonet,ar_ut,0.2151319870295323
9935,ar_ut,bonet,0.2151319870295323
9936,bonet,boneAbnormalt,0.16515967936109074
9937,boneAbnormalt,bonet,0.16515967936109074
9944,bonet,history_fluctuatingt,0.10110213898735941
9945,history_fluctuatingt,bonet,0.10110213898735941
9950,bonet,history_nauseat,0.12204139139070154
9951,history_nauseat,bonet,0.12204139139070154
10040,bonet,o_ar_ct,0.18635615232171815
10041,o_ar_ct,bonet,0.18635615232171815
10042,bonet,o_ar_ut,0.18813835103242926
10043,o_ar_ut,bonet,0.18813835103242926
10050,bonet,speecht,0.15604417630944442
10051,speecht,bonet,0.15604417630944442
10054,bonet,tympt,0.11503245551447884
10055,tympt,bonet,0.11503245551447884
10062,bonet,indentifiert,0.4660443939527274
10063,indentifiert,bonet,0.4660443939527274
10064,boneAbnormalt,airt,0.13967030067810418
10065,airt,boneAbnormalt,0.13967030067810418
10072,boneAbnormalt,bonet,0.16515967936109074
10073,bonet,boneAbnormalt,0.16515967936109074
10198,boneAbnormalt,indentifiert,0.24396973379980397
10199,indentifiert,boneAbnormalt,0.24396973379980397
10212,bsert,history_buzzingt,1.0
10213,history_buzzingt,bsert,1.0
10218,bsert,history_fullnesst,1.0
10219,history_fullnesst,bsert,1.0
10220,bsert,history_heredityt,1.0
10221,history_heredityt,bsert,1.0
10226,bsert,history_recruitmentt,1.0
10227,history_recruitmentt,bsert,1.0
10228,bsert,history_ringingt,1.0
10229,history_ringingt,bsert,1.0
10234,bsert,late_wave_poort,1.0
10235,late_wave_poort,bsert,1.0
10236,bsert,m_at_2kt,1.0
10237,m_at_2kt,bsert,1.0
10238,bsert,m_cond_lt_1kt,1.0
10239,m_cond_lt_1kt,bsert,1.0
10240,bsert,m_gt_1kt,1.0
10241,m_gt_1kt,bsert,1.0
10250,bsert,m_m_sn_gt_500t,1.0
10251,m_m_sn_gt_500t,bsert,1.0
10252,bsert,m_p_sn_gt_2kt,1.0
10253,m_p_sn_gt_2kt,bsert,1.0
10254,bsert,m_s_gt_500t,1.0
10255,m_s_gt_500t,bsert,1.0
10258,bsert,m_s_sn_gt_1kt,1.0
10259,m_s_sn_gt_1kt,bsert,1.0
10266,bsert,m_sn_2_3kt,1.0
10267,m_sn_2_3kt,bsert,1.0
10272,bsert,m_sn_gt_3kt,1.0
10273,m_sn_gt_3kt,bsert,1.0
10276,bsert,m_sn_gt_500t,1.0
10277,m_sn_gt_500t,bsert,1.0
10278,bsert,m_sn_gt_6kt,1.0
10279,m_sn_gt_6kt,bsert,1.0
10280,bsert,m_sn_lt_1kt,1.0
10281,m_sn_lt_1kt,bsert,1.0
10282,bsert,m_sn_lt_2kt,1.0
10283,m_sn_lt_2kt,bsert,1.0
10284,bsert,m_sn_lt_3kt,1.0
10285,m_sn_lt_3kt,bsert,1.0
10286,bsert,middle_wave_poort,1.0
10287,middle_wave_poort,bsert,1.0
10288,bsert,mod_gt_4kt,1.0
10289,mod_gt_4kt,bsert,1.0
10290,bsert,mod_mixedt,1.0
10291,mod_mixedt,bsert,1.0
10292,bsert,mod_s_mixedt,1.0
10293,mod_s_mixedt,bsert,1.0
10296,bsert,mod_snt,1.0
10297,mod_snt,bsert,1.0
10298,bsert,mod_sn_gt_1kt,1.0
10299,mod_sn_gt_1kt,bsert,1.0
10304,bsert,mod_sn_gt_4kt,1.0
10305,mod_sn_gt_4kt,bsert,1.0
10310,bsert,notch_at_4kt,1.0
10311,notch_at_4kt,bsert,1.0
10320,bsert,s_sn_gt_4kt,1.0
10321,s_sn_gt_4kt,bsert,1.0
10328,bsert,viith_nerve_signst,1.0
10329,viith_nerve_signst,bsert,1.0
10330,bsert,wave_V_delayedt,1.0
10331,wave_V_delayedt,bsert,1.0
10332,bsert,waveform_ItoV_prolongedt,1.0
10333,waveform_ItoV_prolongedt,bsert,1.0
10348,history_buzzingt,bsert,1.0
10349,bsert,history_buzzingt,1.0
10354,history_buzzingt,history_fullnesst,1.0
10355,history_fullnesst,history_buzzingt,1.0
10356,history_buzzingt,history_heredityt,1.0
10357,history_heredityt,history_buzzingt,1.0
10362,history_buzzingt,history_recruitmentt,1.0
10363,history_recruitmentt,history_buzzingt,1.0
10364,history_buzzingt,history_ringingt,1.0
10365,history_ringingt,history_buzzingt,1.0
10370,history_buzzingt,late_wave_poort,1.0
10371,late_wave_poort,history_buzzingt,1.0
10372,history_buzzingt,m_at_2kt,1.0
10373,m_at_2kt,history_buzzingt,1.0
10374,history_buzzingt,m_cond_lt_1kt,1.0
10375,m_cond_lt_1kt,history_buzzingt,1.0
10376,history_buzzingt,m_gt_1kt,1.0
10377,m_gt_1kt,history_buzzingt,1.0
10386,history_buzzingt,m_m_sn_gt_500t,1.0
10387,m_m_sn_gt_500t,history_buzzingt,1.0
10388,history_buzzingt,m_p_sn_gt_2kt,1.0
10389,m_p_sn_gt_2kt,history_buzzingt,1.0
10390,history_buzzingt,m_s_gt_500t,1.0
10391,m_s_gt_500t,history_buzzingt,1.0
10394,history_buzzingt,m_s_sn_gt_1kt,1.0
10395,m_s_sn_gt_1kt,history_buzzingt,1.0
10402,history_buzzingt,m_sn_2_3kt,1.0
10403,m_sn_2_3kt,history_buzzingt,1.0
10408,history_buzzingt,m_sn_gt_3kt,1.0
10409,m_sn_gt_3kt,history_buzzingt,1.0
10412,history_buzzingt,m_sn_gt_500t,1.0
10413,m_sn_gt_500t,history_buzzingt,1.0
10414,history_buzzingt,m_sn_gt_6kt,1.0
10415,m_sn_gt_6kt,history_buzzingt,1.0
10416,history_buzzingt,m_sn_lt_1kt,1.0
10417,m_sn_lt_1kt,history_buzzingt,1.0
10418,history_buzzingt,m_sn_lt_2kt,1.0
10419,m_sn_lt_2kt,history_buzzingt,1.0
10420,history_buzzingt,m_sn_lt_3kt,1.0
10421,m_sn_lt_3kt,history_buzzingt,1.0
10422,history_buzzingt,middle_wave_poort,1.0
10423,middle_wave_poort,history_buzzingt,1.0
10424,history_buzzingt,mod_gt_4kt,1.0
10425,mod_gt_4kt,history_buzzingt,1.0
10426,history_buzzingt,mod_mixedt,1.0
10427,mod_mixedt,history_buzzingt,1.0
10428,history_buzzingt,mod_s_mixedt,1.0
10429,mod_s_mixedt,history_buzzingt,1.0
10432,history_buzzingt,mod_snt,1.0
10433,mod_snt,history_buzzingt,1.0
10434,history_buzzingt,mod_sn_gt_1kt,1.0
10435,mod_sn_gt_1kt,history_buzzingt,1.0
10440,history_buzzingt,mod_sn_gt_4kt,1.0
10441,mod_sn_gt_4kt,history_buzzingt,1.0
10446,history_buzzingt,notch_at_4kt,1.0
10447,notch_at_4kt,history_buzzingt,1.0
10456,history_buzzingt,s_sn_gt_4kt,1.0
10457,s_sn_gt_4kt,history_buzzingt,1.0
10464,history_buzzingt,viith_nerve_signst,1.0
10465,viith_nerve_signst,history_buzzingt,1.0
10466,history_buzzingt,wave_V_delayedt,1.0
10467,wave_V_delayedt,history_buzzingt,1.0
10468,history_buzzingt,waveform_ItoV_prolongedt,1.0
10469,waveform_ItoV_prolongedt,history_buzzingt,1.0
10488,history_dizzinesst,history_fluctuatingt,0.23752764213178518
10489,history_fluctuatingt,history_dizzinesst,0.23752764213178518
10494,history_dizzinesst,history_nauseat,0.1873359936340651
10495,history_nauseat,history_dizzinesst,0.1873359936340651
10606,history_dizzinesst,indentifiert,0.10609696159136182
10607,indentifiert,history_dizzinesst,0.10609696159136182
10616,history_fluctuatingt,bonet,0.10110213898735941
10617,bonet,history_fluctuatingt,0.10110213898735941
10624,history_fluctuatingt,history_dizzinesst,0.23752764213178518
10625,history_dizzinesst,history_fluctuatingt,0.23752764213178518
10630,history_fluctuatingt,history_nauseat,0.2929102739258247
10631,history_nauseat,history_fluctuatingt,0.2929102739258247
10756,history_fullnesst,bsert,1.0
10757,bsert,history_fullnesst,1.0
10758,history_fullnesst,history_buzzingt,1.0
10759,history_buzzingt,history_fullnesst,1.0
10764,history_fullnesst,history_heredityt,1.0
10765,history_heredityt,history_fullnesst,1.0
10770,history_fullnesst,history_recruitmentt,1.0
10771,history_recruitmentt,history_fullnesst,1.0
10772,history_fullnesst,history_ringingt,1.0
10773,history_ringingt,history_fullnesst,1.0
10778,history_fullnesst,late_wave_poort,1.0
10779,late_wave_poort,history_fullnesst,1.0
10780,history_fullnesst,m_at_2kt,1.0
10781,m_at_2kt,history_fullnesst,1.0
10782,history_fullnesst,m_cond_lt_1kt,1.0
10783,m_cond_lt_1kt,history_fullnesst,1.0
10784,history_fullnesst,m_gt_1kt,1.0
10785,m_gt_1kt,history_fullnesst,1.0
10794,history_fullnesst,m_m_sn_gt_500t,1.0
10795,m_m_sn_gt_500t,history_fullnesst,1.0
10796,history_fullnesst,m_p_sn_gt_2kt,1.0
10797,m_p_sn_gt_2kt,history_fullnesst,1.0
10798,history_fullnesst,m_s_gt_500t,1.0
10799,m_s_gt_500t,history_fullnesst,1.0
10802,history_fullnesst,m_s_sn_gt_1kt,1.0
10803,m_s_sn_gt_1kt,history_fullnesst,1.0
10810,history_fullnesst,m_sn_2_3kt,1.0
10811,m_sn_2_3kt,history_fullnesst,1.0
10816,history_fullnesst,m_sn_gt_3kt,1.0
10817,m_sn_gt_3kt,history_fullnesst,1.0
10820,history_fullnesst,m_sn_gt_500t,1.0
10821,m_sn_gt_500t,history_fullnesst,1.0
10822,history_fullnesst,m_sn_gt_6kt,1.0
10823,m_sn_gt_6kt,history_fullnesst,1.0
10824,history_fullnesst,m_sn_lt_1kt,1.0
10825,m_sn_lt_1kt,history_fullnesst,1.0
10826,history_fullnesst,m_sn_lt_2kt,1.0
10827,m_sn_lt_2kt,history_fullnesst,1.0
10828,history_fullnesst,m_sn_lt_3kt,1.0
10829,m_sn_lt_3kt,history_fullnesst,1.0
10830,history_fullnesst,middle_wave_poort,1.0
10831,middle_wave_poort,history_fullnesst,1.0
10832,history_fullnesst,mod_gt_4kt,1.0
10833,mod_gt_4kt,history_fullnesst,1.0
10834,history_fullnesst,mod_mixedt,1.0
10835,mod_mixedt,history_fullnesst,1.0
10836,history_fullnesst,mod_s_mixedt,1.0
10837,mod_s_mixedt,history_fullnesst,1.0
10840,history_fullnesst,mod_snt,1.0
10841,mod_snt,history_fullnesst,1.0
10842,history_fullnesst,mod_sn_gt_1kt,1.0
10843,mod_sn_gt_1kt,history_fullnesst,1.0
10848,history_fullnesst,mod_sn_gt_4kt,1.0
10849,mod_sn_gt_4kt,history_fullnesst,1.0
10854,history_fullnesst,notch_at_4kt,1.0
10855,notch_at_4kt,history_fullnesst,1.0
10864,history_fullnesst,s_sn_gt_4kt,1.0
10865,s_sn_gt_4kt,history_fullnesst,1.0
10872,history_fullnesst,viith_nerve_signst,1.0
10873,viith_nerve_signst,history_fullnesst,1.0
10874,history_fullnesst,wave_V_delayedt,1.0
10875,wave_V_delayedt,history_fullnesst,1.0
10876,history_fullnesst,waveform_ItoV_prolongedt,1.0
10877,waveform_ItoV_prolongedt,history_fullnesst,1.0
10892,history_heredityt,bsert,1.0
10893,bsert,history_heredityt,1.0
10894,history_heredityt,history_buzzingt,1.0
10895,history_buzzingt,history_heredityt,1.0
10900,history_heredityt,history_fullnesst,1.0
10901,history_fullnesst,history_heredityt,1.0
10906,history_heredityt,history_recruitmentt,1.0
10907,history_recruitmentt,history_heredityt,1.0
10908,history_heredityt,history_ringingt,1.0
10909,history_ringingt,history_heredityt,1.0
10914,history_heredityt,late_wave_poort,1.0
10915,late_wave_poort,history_heredityt,1.0
10916,history_heredityt,m_at_2kt,1.0
10917,m_at_2kt,history_heredityt,1.0
10918,history_heredityt,m_cond_lt_1kt,1.0
10919,m_cond_lt_1kt,history_heredityt,1.0
10920,history_heredityt,m_gt_1kt,1.0
10921,m_gt_1kt,history_heredityt,1.0
10930,history_heredityt,m_m_sn_gt_500t,1.0
10931,m_m_sn_gt_500t,history_heredityt,1.0
10932,history_heredityt,m_p_sn_gt_2kt,1.0
10933,m_p_sn_gt_2kt,history_heredityt,1.0
10934,history_heredityt,m_s_gt_500t,1.0
10935,m_s_gt_500t,history_heredityt,1.0
10938,history_heredityt,m_s_sn_gt_1kt,1.0
10939,m_s_sn_gt_1kt,history_heredityt,1.0
10946,history_heredityt,m_sn_2_3kt,1.0
10947,m_sn_2_3kt,history_heredityt,1.0
10952,history_heredityt,m_sn_gt_3kt,1.0
10953,m_sn_gt_3kt,history_heredityt,1.0
10956,history_heredityt,m_sn_gt_500t,1.0
10957,m_sn_gt_500t,history_heredityt,1.0
10958,history_heredityt,m_sn_gt_6kt,1.0
10959,m_sn_gt_6kt,history_heredityt,1.0
10960,history_heredityt,m_sn_lt_1kt,1.0
10961,m_sn_lt_1kt,history_heredityt,1.0
10962,history_heredityt,m_sn_lt_2kt,1.0
10963,m_sn_lt_2kt,history_heredityt,1.0
10964,history_heredityt,m_sn_lt_3kt,1.0
10965,m_sn_lt_3kt,history_heredityt,1.0
10966,history_heredityt,middle_wave_poort,1.0
10967,middle_wave_poort,history_heredityt,1.0
10968,history_heredityt,mod_gt_4kt,1.0
