,i,j,mi
3879,bserg,m_p_sn_gt_2kg,1.0
3880,m_p_sn_gt_2kg,history_buzzingg,1.0
3881,history_buzzingg,m_p_sn_gt_2kg,1.0
3882,m_p_sn_gt_2kg,history_dizzinessg,6.864277614486573e-15
3883,history_dizzinessg,m_p_sn_gt_2kg,6.864277614486573e-15
3884,m_p_sn_gt_2kg,history_fluctuatingg,0.0
3885,history_fluctuatingg,m_p_sn_gt_2kg,0.0
3886,m_p_sn_gt_2kg,history_fullnessg,1.0
3887,history_fullnessg,m_p_sn_gt_2kg,1.0
3888,m_p_sn_gt_2kg,history_heredityg,1.0
3889,history_heredityg,m_p_sn_gt_2kg,1.0
3890,m_p_sn_gt_2kg,history_nauseag,0.0
3891,history_nauseag,m_p_sn_gt_2kg,0.0
3892,m_p_sn_gt_2kg,history_noiseg,0.0
3893,history_noiseg,m_p_sn_gt_2kg,0.0
3894,m_p_sn_gt_2kg,history_recruitmentg,1.0
3895,history_recruitmentg,m_p_sn_gt_2kg,1.0
3896,m_p_sn_gt_2kg,history_ringingg,1.0
3897,history_ringingg,m_p_sn_gt_2kg,1.0
3898,m_p_sn_gt_2kg,history_roaringg,1.4254985831498747e-14
3899,history_roaringg,m_p_sn_gt_2kg,1.4254985831498747e-14
3900,m_p_sn_gt_2kg,history_vomitingg,1.4254985831498747e-14
3901,history_vomitingg,m_p_sn_gt_2kg,1.4254985831498747e-14
3902,m_p_sn_gt_2kg,late_wave_poorg,1.0
3903,late_wave_poorg,m_p_sn_gt_2kg,1.0
3904,m_p_sn_gt_2kg,m_at_2kg,1.0
3905,m_at_2kg,m_p_sn_gt_2kg,1.0
3906,m_p_sn_gt_2kg,m_cond_lt_1kg,1.0
3907,m_cond_lt_1kg,m_p_sn_gt_2kg,1.0
3908,m_p_sn_gt_2kg,m_gt_1kg,1.0
3909,m_gt_1kg,m_p_sn_gt_2kg,1.0
3910,m_p_sn_gt_2kg,m_m_gt_2kg,0.0
3911,m_m_gt_2kg,m_p_sn_gt_2kg,0.0
3912,m_p_sn_gt_2kg,m_m_sng,5.2372117626230235e-15
3913,m_m_sng,m_p_sn_gt_2kg,5.2372117626230235e-15
3914,m_p_sn_gt_2kg,m_m_sn_gt_1kg,0.0
3915,m_m_sn_gt_1kg,m_p_sn_gt_2kg,0.0
3916,m_p_sn_gt_2kg,m_m_sn_gt_2kg,0.0
3917,m_m_sn_gt_2kg,m_p_sn_gt_2kg,0.0
3918,m_p_sn_gt_2kg,m_m_sn_gt_500g,1.0
3919,m_m_sn_gt_500g,m_p_sn_gt_2kg,1.0
3920,m_p_sn_gt_2kg,m_s_gt_500g,1.0
3921,m_s_gt_500g,m_p_sn_gt_2kg,1.0
3922,m_p_sn_gt_2kg,m_s_sng,0.0
3923,m_s_sng,m_p_sn_gt_2kg,0.0
3924,m_p_sn_gt_2kg,m_s_sn_gt_1kg,1.0
3925,m_s_sn_gt_1kg,m_p_sn_gt_2kg,1.0
3926,m_p_sn_gt_2kg,m_s_sn_gt_2kg,0.0
3927,m_s_sn_gt_2kg,m_p_sn_gt_2kg,0.0
3928,m_p_sn_gt_2kg,m_s_sn_gt_3kg,0.0
3929,m_s_sn_gt_3kg,m_p_sn_gt_2kg,0.0
3930,m_p_sn_gt_2kg,m_s_sn_gt_4kg,0.0
3931,m_s_sn_gt_4kg,m_p_sn_gt_2kg,0.0
3932,m_p_sn_gt_2kg,m_sn_2_3kg,1.0
3933,m_sn_2_3kg,m_p_sn_gt_2kg,1.0
3934,m_p_sn_gt_2kg,m_sn_gt_1kg,0.0
3935,m_sn_gt_1kg,m_p_sn_gt_2kg,0.0
3936,m_p_sn_gt_2kg,m_sn_gt_2kg,0.0
3937,m_sn_gt_2kg,m_p_sn_gt_2kg,0.0
3938,m_p_sn_gt_2kg,m_sn_gt_3kg,1.0
3939,m_sn_gt_3kg,m_p_sn_gt_2kg,1.0
3940,m_p_sn_gt_2kg,m_sn_gt_4kg,5.9291556255730115e-15
3941,m_sn_gt_4kg,m_p_sn_gt_2kg,5.9291556255730115e-15
3942,m_p_sn_gt_2kg,m_sn_gt_500g,1.0
3943,m_sn_gt_500g,m_p_sn_gt_2kg,1.0
3944,m_p_sn_gt_2kg,m_sn_gt_6kg,1.0
3945,m_sn_gt_6kg,m_p_sn_gt_2kg,1.0
3946,m_p_sn_gt_2kg,m_sn_lt_1kg,1.0
3947,m_sn_lt_1kg,m_p_sn_gt_2kg,1.0
3948,m_p_sn_gt_2kg,m_sn_lt_2kg,1.0
3949,m_sn_lt_2kg,m_p_sn_gt_2kg,1.0
3950,m_p_sn_gt_2kg,m_sn_lt_3kg,1.0
3951,m_sn_lt_3kg,m_p_sn_gt_2kg,1.0
3952,m_p_sn_gt_2kg,middle_wave_poorg,1.0
3953,middle_wave_poorg,m_p_sn_gt_2kg,1.0
3954,m_p_sn_gt_2kg,mod_gt_4kg,1.0
3955,mod_gt_4kg,m_p_sn_gt_2kg,1.0
3956,m_p_sn_gt_2kg,mod_mixedg,1.0
3957,mod_mixedg,m_p_sn_gt_2kg,1.0
3958,m_p_sn_gt_2kg,mod_s_mixedg,1.0
3959,mod_s_mixedg,m_p_sn_gt_2kg,1.0
3960,m_p_sn_gt_2kg,mod_s_sn_gt_500g,0.0
3961,mod_s_sn_gt_500g,m_p_sn_gt_2kg,0.0
3962,m_p_sn_gt_2kg,mod_sng,1.0
3963,mod_sng,m_p_sn_gt_2kg,1.0
3964,m_p_sn_gt_2kg,mod_sn_gt_1kg,1.0
3965,mod_sn_gt_1kg,m_p_sn_gt_2kg,1.0
3966,m_p_sn_gt_2kg,mod_sn_gt_2kg,0.0
3967,mod_sn_gt_2kg,m_p_sn_gt_2kg,0.0
3968,m_p_sn_gt_2kg,mod_sn_gt_3kg,0.0
3969,mod_sn_gt_3kg,m_p_sn_gt_2kg,0.0
3970,m_p_sn_gt_2kg,mod_sn_gt_4kg,1.0
3971,mod_sn_gt_4kg,m_p_sn_gt_2kg,1.0
3972,m_p_sn_gt_2kg,mod_sn_gt_500g,0.0
3973,mod_sn_gt_500g,m_p_sn_gt_2kg,0.0
3974,m_p_sn_gt_2kg,notch_4kg,0.0
3975,notch_4kg,m_p_sn_gt_2kg,0.0
3976,m_p_sn_gt_2kg,notch_at_4kg,1.0
3977,notch_at_4kg,m_p_sn_gt_2kg,1.0
3978,m_p_sn_gt_2kg,o_ar_cg,1.8603536660234205e-15
3979,o_ar_cg,m_p_sn_gt_2kg,1.8603536660234205e-15
3980,m_p_sn_gt_2kg,o_ar_ug,0.0
3981,o_ar_ug,m_p_sn_gt_2kg,0.0
3982,m_p_sn_gt_2kg,s_sn_gt_1kg,0.0
3983,s_sn_gt_1kg,m_p_sn_gt_2kg,0.0
3984,m_p_sn_gt_2kg,s_sn_gt_2kg,0.0
3985,s_sn_gt_2kg,m_p_sn_gt_2kg,0.0
3986,m_p_sn_gt_2kg,s_sn_gt_4kg,1.0
3987,s_sn_gt_4kg,m_p_sn_gt_2kg,1.0
3988,m_p_sn_gt_2kg,speechg,0.0
3989,speechg,m_p_sn_gt_2kg,0.0
3990,m_p_sn_gt_2kg,static_normalg,0.0
3991,static_normalg,m_p_sn_gt_2kg,0.0
3992,m_p_sn_gt_2kg,tympg,4.025788539645089e-15
3993,tympg,m_p_sn_gt_2kg,4.025788539645089e-15
3994,m_p_sn_gt_2kg,viith_nerve_signsg,1.0
3995,viith_nerve_signsg,m_p_sn_gt_2kg,1.0
3996,m_p_sn_gt_2kg,wave_V_delayedg,1.0
3997,wave_V_delayedg,m_p_sn_gt_2kg,1.0
3998,m_p_sn_gt_2kg,waveform_ItoV_prolongedg,1.0
3999,waveform_ItoV_prolongedg,m_p_sn_gt_2kg,1.0
4000,m_p_sn_gt_2kg,indentifierg,0.0
4001,indentifierg,m_p_sn_gt_2kg,0.0
4002,m_s_gt_500g,age_gt_60g,1.0
4003,age_gt_60g,m_s_gt_500g,1.0
4004,m_s_gt_500g,airg,6.422527949412504e-16
4005,airg,m_s_gt_500g,6.422527949412504e-16
4006,m_s_gt_500g,airBoneGapg,0.0
4007,airBoneGapg,m_s_gt_500g,0.0
4008,m_s_gt_500g,ar_cg,1.5738607661019716e-15
4009,ar_cg,m_s_gt_500g,1.5738607661019716e-15
4010,m_s_gt_500g,ar_ug,0.0
4011,ar_ug,m_s_gt_500g,0.0
4012,m_s_gt_500g,boneg,0.0
4013,boneg,m_s_gt_500g,0.0
4014,m_s_gt_500g,boneAbnormalg,0.0
4015,boneAbnormalg,m_s_gt_500g,0.0
4016,m_s_gt_500g,bserg,1.0
4017,bserg,m_s_gt_500g,1.0
4018,m_s_gt_500g,history_buzzingg,1.0
4019,history_buzzingg,m_s_gt_500g,1.0
4020,m_s_gt_500g,history_dizzinessg,6.864277614486573e-15
4021,history_dizzinessg,m_s_gt_500g,6.864277614486573e-15
4022,m_s_gt_500g,history_fluctuatingg,0.0
4023,history_fluctuatingg,m_s_gt_500g,0.0
4024,m_s_gt_500g,history_fullnessg,1.0
4025,history_fullnessg,m_s_gt_500g,1.0
4026,m_s_gt_500g,history_heredityg,1.0
4027,history_heredityg,m_s_gt_500g,1.0
4028,m_s_gt_500g,history_nauseag,0.0
4029,history_nauseag,m_s_gt_500g,0.0
4030,m_s_gt_500g,history_noiseg,0.0
4031,history_noiseg,m_s_gt_500g,0.0
4032,m_s_gt_500g,history_recruitmentg,1.0
4033,history_recruitmentg,m_s_gt_500g,1.0
4034,m_s_gt_500g,history_ringingg,1.0
4035,history_ringingg,m_s_gt_500g,1.0
4036,m_s_gt_500g,history_roaringg,1.4254985831498747e-14
4037,history_roaringg,m_s_gt_500g,1.4254985831498747e-14
4038,m_s_gt_500g,history_vomitingg,1.4254985831498747e-14
4039,history_vomitingg,m_s_gt_500g,1.4254985831498747e-14
4040,m_s_gt_500g,late_wave_poorg,1.0
4041,late_wave_poorg,m_s_gt_500g,1.0
4042,m_s_gt_500g,m_at_2kg,1.0
4043,m_at_2kg,m_s_gt_500g,1.0
4044,m_s_gt_500g,m_cond_lt_1kg,1.0
4045,m_cond_lt_1kg,m_s_gt_500g,1.0
4046,m_s_gt_500g,m_gt_1kg,1.0
4047,m_gt_1kg,m_s_gt_500g,1.0
4048,m_s_gt_500g,m_m_gt_2kg,0.0
4049,m_m_gt_2kg,m_s_gt_500g,0.0
4050,m_s_gt_500g,m_m_sng,5.2372117626230235e-15
4051,m_m_sng,m_s_gt_500g,5.2372117626230235e-15
4052,m_s_gt_500g,m_m_sn_gt_1kg,0.0
4053,m_m_sn_gt_1kg,m_s_gt_500g,0.0
4054,m_s_gt_500g,m_m_sn_gt_2kg,0.0
4055,m_m_sn_gt_2kg,m_s_gt_500g,0.0
4056,m_s_gt_500g,m_m_sn_gt_500g,1.0
4057,m_m_sn_gt_500g,m_s_gt_500g,1.0
4058,m_s_gt_500g,m_p_sn_gt_2kg,1.0
4059,m_p_sn_gt_2kg,m_s_gt_500g,1.0
4060,m_s_gt_500g,m_s_sng,0.0
4061,m_s_sng,m_s_gt_500g,0.0
4062,m_s_gt_500g,m_s_sn_gt_1kg,1.0
4063,m_s_sn_gt_1kg,m_s_gt_500g,1.0
4064,m_s_gt_500g,m_s_sn_gt_2kg,0.0
4065,m_s_sn_gt_2kg,m_s_gt_500g,0.0
4066,m_s_gt_500g,m_s_sn_gt_3kg,0.0
4067,m_s_sn_gt_3kg,m_s_gt_500g,0.0
4068,m_s_gt_500g,m_s_sn_gt_4kg,0.0
4069,m_s_sn_gt_4kg,m_s_gt_500g,0.0
4070,m_s_gt_500g,m_sn_2_3kg,1.0
4071,m_sn_2_3kg,m_s_gt_500g,1.0
4072,m_s_gt_500g,m_sn_gt_1kg,0.0
4073,m_sn_gt_1kg,m_s_gt_500g,0.0
4074,m_s_gt_500g,m_sn_gt_2kg,0.0
4075,m_sn_gt_2kg,m_s_gt_500g,0.0
4076,m_s_gt_500g,m_sn_gt_3kg,1.0
4077,m_sn_gt_3kg,m_s_gt_500g,1.0
4078,m_s_gt_500g,m_sn_gt_4kg,5.9291556255730115e-15
4079,m_sn_gt_4kg,m_s_gt_500g,5.9291556255730115e-15
4080,m_s_gt_500g,m_sn_gt_500g,1.0
4081,m_sn_gt_500g,m_s_gt_500g,1.0
4082,m_s_gt_500g,m_sn_gt_6kg,1.0
4083,m_sn_gt_6kg,m_s_gt_500g,1.0
4084,m_s_gt_500g,m_sn_lt_1kg,1.0
4085,m_sn_lt_1kg,m_s_gt_500g,1.0
4086,m_s_gt_500g,m_sn_lt_2kg,1.0
4087,m_sn_lt_2kg,m_s_gt_500g,1.0
4088,m_s_gt_500g,m_sn_lt_3kg,1.0
4089,m_sn_lt_3kg,m_s_gt_500g,1.0
4090,m_s_gt_500g,middle_wave_poorg,1.0
4091,middle_wave_poorg,m_s_gt_500g,1.0
4092,m_s_gt_500g,mod_gt_4kg,1.0
4093,mod_gt_4kg,m_s_gt_500g,1.0
4094,m_s_gt_500g,mod_mixedg,1.0
4095,mod_mixedg,m_s_gt_500g,1.0
4096,m_s_gt_500g,mod_s_mixedg,1.0
4097,mod_s_mixedg,m_s_gt_500g,1.0
4098,m_s_gt_500g,mod_s_sn_gt_500g,0.0
4099,mod_s_sn_gt_500g,m_s_gt_500g,0.0
4100,m_s_gt_500g,mod_sng,1.0
4101,mod_sng,m_s_gt_500g,1.0
4102,m_s_gt_500g,mod_sn_gt_1kg,1.0
4103,mod_sn_gt_1kg,m_s_gt_500g,1.0
4104,m_s_gt_500g,mod_sn_gt_2kg,0.0
4105,mod_sn_gt_2kg,m_s_gt_500g,0.0
4106,m_s_gt_500g,mod_sn_gt_3kg,0.0
4107,mod_sn_gt_3kg,m_s_gt_500g,0.0
4108,m_s_gt_500g,mod_sn_gt_4kg,1.0
4109,mod_sn_gt_4kg,m_s_gt_500g,1.0
4110,m_s_gt_500g,mod_sn_gt_500g,0.0
4111,mod_sn_gt_500g,m_s_gt_500g,0.0
4112,m_s_gt_500g,notch_4kg,0.0
4113,notch_4kg,m_s_gt_500g,0.0
4114,m_s_gt_500g,notch_at_4kg,1.0
4115,notch_at_4kg,m_s_gt_500g,1.0
4116,m_s_gt_500g,o_ar_cg,1.8603536660234205e-15
4117,o_ar_cg,m_s_gt_500g,1.8603536660234205e-15
4118,m_s_gt_500g,o_ar_ug,0.0
4119,o_ar_ug,m_s_gt_500g,0.0
4120,m_s_gt_500g,s_sn_gt_1kg,0.0
4121,s_sn_gt_1kg,m_s_gt_500g,0.0
4122,m_s_gt_500g,s_sn_gt_2kg,0.0
4123,s_sn_gt_2kg,m_s_gt_500g,0.0
4124,m_s_gt_500g,s_sn_gt_4kg,1.0
4125,s_sn_gt_4kg,m_s_gt_500g,1.0
4126,m_s_gt_500g,speechg,0.0
4127,speechg,m_s_gt_500g,0.0
4128,m_s_gt_500g,static_normalg,0.0
4129,static_normalg,m_s_gt_500g,0.0
4130,m_s_gt_500g,tympg,4.025788539645089e-15
4131,tympg,m_s_gt_500g,4.025788539645089e-15
4132,m_s_gt_500g,viith_nerve_signsg,1.0
4133,viith_nerve_signsg,m_s_gt_500g,1.0
4134,m_s_gt_500g,wave_V_delayedg,1.0
4135,wave_V_delayedg,m_s_gt_500g,1.0
4136,m_s_gt_500g,waveform_ItoV_prolongedg,1.0
4137,waveform_ItoV_prolongedg,m_s_gt_500g,1.0
4138,m_s_gt_500g,indentifierg,0.0
4139,indentifierg,m_s_gt_500g,0.0
4140,m_s_sng,age_gt_60g,0.0
4141,age_gt_60g,m_s_sng,0.0
4142,m_s_sng,airg,0.010774435869570755
4143,airg,m_s_sng,0.010774435869570755
4144,m_s_sng,airBoneGapg,0.00518568899396379
4145,airBoneGapg,m_s_sng,0.00518568899396379
4146,m_s_sng,ar_cg,0.009358274181273064
4147,ar_cg,m_s_sng,0.009358274181273064
4148,m_s_sng,ar_ug,0.010874690768428542
4149,ar_ug,m_s_sng,0.010874690768428542
4150,m_s_sng,boneg,0.01721285027034376
4151,boneg,m_s_sng,0.01721285027034376
4152,m_s_sng,boneAbnormalg,0.013494464051537883
4153,boneAbnormalg,m_s_sng,0.013494464051537883
4154,m_s_sng,bserg,0.0
4155,bserg,m_s_sng,0.0
4156,m_s_sng,history_buzzingg,0.0
4157,history_buzzingg,m_s_sng,0.0
4158,m_s_sng,history_dizzinessg,0.005767180481936647
4159,history_dizzinessg,m_s_sng,0.005767180481936647
4160,m_s_sng,history_fluctuatingg,0.0025043979161585494
4161,history_fluctuatingg,m_s_sng,0.0025043979161585494
4162,m_s_sng,history_fullnessg,0.0
4163,history_fullnessg,m_s_sng,0.0
4164,m_s_sng,history_heredityg,0.0
4165,history_heredityg,m_s_sng,0.0
4166,m_s_sng,history_nauseag,0.00518568899396379
4167,history_nauseag,m_s_sng,0.00518568899396379
4168,m_s_sng,history_noiseg,0.046638617375741896
4169,history_noiseg,m_s_sng,0.046638617375741896
4170,m_s_sng,history_recruitmentg,0.0
4171,history_recruitmentg,m_s_sng,0.0
4172,m_s_sng,history_ringingg,0.0
4173,history_ringingg,m_s_sng,0.0
4174,m_s_sng,history_roaringg,0.0036846383885726646
4175,history_roaringg,m_s_sng,0.0036846383885726646
4176,m_s_sng,history_vomitingg,0.0036846383885726646
4177,history_vomitingg,m_s_sng,0.0036846383885726646
4178,m_s_sng,late_wave_poorg,0.0
4179,late_wave_poorg,m_s_sng,0.0
4180,m_s_sng,m_at_2kg,0.0
4181,m_at_2kg,m_s_sng,0.0
4182,m_s_sng,m_cond_lt_1kg,0.0
4183,m_cond_lt_1kg,m_s_sng,0.0
4184,m_s_sng,m_gt_1kg,0.0
4185,m_gt_1kg,m_s_sng,0.0
4186,m_s_sng,m_m_gt_2kg,0.0025043979161585494
4187,m_m_gt_2kg,m_s_sng,0.0025043979161585494
4188,m_s_sng,m_m_sng,0.006784034068845918
4189,m_m_sng,m_s_sng,0.006784034068845918
4190,m_s_sng,m_m_sn_gt_1kg,0.00518568899396379
4191,m_m_sn_gt_1kg,m_s_sng,0.00518568899396379
4192,m_s_sng,m_m_sn_gt_2kg,0.0025043979161585494
4193,m_m_sn_gt_2kg,m_s_sng,0.0025043979161585494
4194,m_s_sng,m_m_sn_gt_500g,0.0
4195,m_m_sn_gt_500g,m_s_sng,0.0
4196,m_s_sng,m_p_sn_gt_2kg,0.0
4197,m_p_sn_gt_2kg,m_s_sng,0.0
4198,m_s_sng,m_s_gt_500g,0.0
4199,m_s_gt_500g,m_s_sng,0.0
4200,m_s_sng,m_s_sn_gt_1kg,0.0
4201,m_s_sn_gt_1kg,m_s_sng,0.0
4202,m_s_sng,m_s_sn_gt_2kg,0.0025043979161585494
4203,m_s_sn_gt_2kg,m_s_sng,0.0025043979161585494
4204,m_s_sng,m_s_sn_gt_3kg,0.0025043979161585494
4205,m_s_sn_gt_3kg,m_s_sng,0.0025043979161585494
4206,m_s_sng,m_s_sn_gt_4kg,0.0025043979161585494
4207,m_s_sn_gt_4kg,m_s_sng,0.0025043979161585494
4208,m_s_sng,m_sn_2_3kg,0.0
4209,m_sn_2_3kg,m_s_sng,0.0
4210,m_s_sng,m_sn_gt_1kg,0.00518568899396379
4211,m_sn_gt_1kg,m_s_sng,0.00518568899396379
4212,m_s_sng,m_sn_gt_2kg,0.00518568899396379
4213,m_sn_gt_2kg,m_s_sng,0.00518568899396379
4214,m_s_sng,m_sn_gt_3kg,0.0
4215,m_sn_gt_3kg,m_s_sng,0.0
4216,m_s_sng,m_sn_gt_4kg,0.006293624736144528
4217,m_sn_gt_4kg,m_s_sng,0.006293624736144528
4218,m_s_sng,m_sn_gt_500g,0.0
4219,m_sn_gt_500g,m_s_sng,0.0
4220,m_s_sng,m_sn_gt_6kg,0.0
4221,m_sn_gt_6kg,m_s_sng,0.0
4222,m_s_sng,m_sn_lt_1kg,0.0
4223,m_sn_lt_1kg,m_s_sng,0.0
4224,m_s_sng,m_sn_lt_2kg,0.0
4225,m_sn_lt_2kg,m_s_sng,0.0
4226,m_s_sng,m_sn_lt_3kg,0.0
4227,m_sn_lt_3kg,m_s_sng,0.0
4228,m_s_sng,middle_wave_poorg,0.0
4229,middle_wave_poorg,m_s_sng,0.0
4230,m_s_sng,mod_gt_4kg,0.0
4231,mod_gt_4kg,m_s_sng,0.0
4232,m_s_sng,mod_mixedg,0.0
4233,mod_mixedg,m_s_sng,0.0
4234,m_s_sng,mod_s_mixedg,0.0
4235,mod_s_mixedg,m_s_sng,0.0
4236,m_s_sng,mod_s_sn_gt_500g,0.0025043979161585494
4237,mod_s_sn_gt_500g,m_s_sng,0.0025043979161585494
4238,m_s_sng,mod_sng,0.0
4239,mod_sng,m_s_sng,0.0
4240,m_s_sng,mod_sn_gt_1kg,0.0
4241,mod_sn_gt_1kg,m_s_sng,0.0
4242,m_s_sng,mod_sn_gt_2kg,0.0045151025781165685
4243,mod_sn_gt_2kg,m_s_sng,0.0045151025781165685
4244,m_s_sng,mod_sn_gt_3kg,0.0025043979161585494
4245,mod_sn_gt_3kg,m_s_sng,0.0025043979161585494
4246,m_s_sng,mod_sn_gt_4kg,0.0
4247,mod_sn_gt_4kg,m_s_sng,0.0
4248,m_s_sng,mod_sn_gt_500g,0.0025043979161585494
4249,mod_sn_gt_500g,m_s_sng,0.0025043979161585494
4250,m_s_sng,notch_4kg,0.1073874463051378
4251,notch_4kg,m_s_sng,0.1073874463051378
4252,m_s_sng,notch_at_4kg,0.0
4253,notch_at_4kg,m_s_sng,0.0
4254,m_s_sng,o_ar_cg,0.008226953347974667
4255,o_ar_cg,m_s_sng,0.008226953347974667
4256,m_s_sng,o_ar_ug,0.012789194213261232
4257,o_ar_ug,m_s_sng,0.012789194213261232
4258,m_s_sng,s_sn_gt_1kg,0.0025043979161585494
4259,s_sn_gt_1kg,m_s_sng,0.0025043979161585494
4260,m_s_sng,s_sn_gt_2kg,0.0045151025781165685
4261,s_sn_gt_2kg,m_s_sng,0.0045151025781165685
4262,m_s_sng,s_sn_gt_4kg,0.0
4263,s_sn_gt_4kg,m_s_sng,0.0
4264,m_s_sng,speechg,0.05718648118431831
4265,speechg,m_s_sng,0.05718648118431831
4266,m_s_sng,static_normalg,0.0045151025781165685
4267,static_normalg,m_s_sng,0.0045151025781165685
4268,m_s_sng,tympg,0.005448742898140178
4269,tympg,m_s_sng,0.005448742898140178
4270,m_s_sng,viith_nerve_signsg,0.0
4271,viith_nerve_signsg,m_s_sng,0.0
4272,m_s_sng,wave_V_delayedg,0.0
4273,wave_V_delayedg,m_s_sng,0.0
4274,m_s_sng,waveform_ItoV_prolongedg,0.0
4275,waveform_ItoV_prolongedg,m_s_sng,0.0
4276,m_s_sng,indentifierg,0.03183715593937444
4277,indentifierg,m_s_sng,0.03183715593937444
4278,m_s_sn_gt_1kg,age_gt_60g,1.0
4279,age_gt_60g,m_s_sn_gt_1kg,1.0
4280,m_s_sn_gt_1kg,airg,6.422527949412504e-16
4281,airg,m_s_sn_gt_1kg,6.422527949412504e-16
4282,m_s_sn_gt_1kg,airBoneGapg,0.0
4283,airBoneGapg,m_s_sn_gt_1kg,0.0
4284,m_s_sn_gt_1kg,ar_cg,1.5738607661019716e-15
4285,ar_cg,m_s_sn_gt_1kg,1.5738607661019716e-15
4286,m_s_sn_gt_1kg,ar_ug,0.0
4287,ar_ug,m_s_sn_gt_1kg,0.0
4288,m_s_sn_gt_1kg,boneg,0.0
4289,boneg,m_s_sn_gt_1kg,0.0
4290,m_s_sn_gt_1kg,boneAbnormalg,0.0
4291,boneAbnormalg,m_s_sn_gt_1kg,0.0
4292,m_s_sn_gt_1kg,bserg,1.0
4293,bserg,m_s_sn_gt_1kg,1.0
4294,m_s_sn_gt_1kg,history_buzzingg,1.0
4295,history_buzzingg,m_s_sn_gt_1kg,1.0
4296,m_s_sn_gt_1kg,history_dizzinessg,6.864277614486573e-15
4297,history_dizzinessg,m_s_sn_gt_1kg,6.864277614486573e-15
4298,m_s_sn_gt_1kg,history_fluctuatingg,0.0
4299,history_fluctuatingg,m_s_sn_gt_1kg,0.0
4300,m_s_sn_gt_1kg,history_fullnessg,1.0
4301,history_fullnessg,m_s_sn_gt_1kg,1.0
4302,m_s_sn_gt_1kg,history_heredityg,1.0
4303,history_heredityg,m_s_sn_gt_1kg,1.0
4304,m_s_sn_gt_1kg,history_nauseag,0.0
4305,history_nauseag,m_s_sn_gt_1kg,0.0
4306,m_s_sn_gt_1kg,history_noiseg,0.0
4307,history_noiseg,m_s_sn_gt_1kg,0.0
4308,m_s_sn_gt_1kg,history_recruitmentg,1.0
4309,history_recruitmentg,m_s_sn_gt_1kg,1.0
4310,m_s_sn_gt_1kg,history_ringingg,1.0
4311,history_ringingg,m_s_sn_gt_1kg,1.0
4312,m_s_sn_gt_1kg,history_roaringg,1.4254985831498747e-14
4313,history_roaringg,m_s_sn_gt_1kg,1.4254985831498747e-14
4314,m_s_sn_gt_1kg,history_vomitingg,1.4254985831498747e-14
4315,history_vomitingg,m_s_sn_gt_1kg,1.4254985831498747e-14
4316,m_s_sn_gt_1kg,late_wave_poorg,1.0
4317,late_wave_poorg,m_s_sn_gt_1kg,1.0
4318,m_s_sn_gt_1kg,m_at_2kg,1.0
4319,m_at_2kg,m_s_sn_gt_1kg,1.0
4320,m_s_sn_gt_1kg,m_cond_lt_1kg,1.0
4321,m_cond_lt_1kg,m_s_sn_gt_1kg,1.0
4322,m_s_sn_gt_1kg,m_gt_1kg,1.0
4323,m_gt_1kg,m_s_sn_gt_1kg,1.0
4324,m_s_sn_gt_1kg,m_m_gt_2kg,0.0
4325,m_m_gt_2kg,m_s_sn_gt_1kg,0.0
4326,m_s_sn_gt_1kg,m_m_sng,5.2372117626230235e-15
4327,m_m_sng,m_s_sn_gt_1kg,5.2372117626230235e-15
4328,m_s_sn_gt_1kg,m_m_sn_gt_1kg,0.0
4329,m_m_sn_gt_1kg,m_s_sn_gt_1kg,0.0
4330,m_s_sn_gt_1kg,m_m_sn_gt_2kg,0.0
4331,m_m_sn_gt_2kg,m_s_sn_gt_1kg,0.0
4332,m_s_sn_gt_1kg,m_m_sn_gt_500g,1.0
4333,m_m_sn_gt_500g,m_s_sn_gt_1kg,1.0
4334,m_s_sn_gt_1kg,m_p_sn_gt_2kg,1.0
4335,m_p_sn_gt_2kg,m_s_sn_gt_1kg,1.0
4336,m_s_sn_gt_1kg,m_s_gt_500g,1.0
4337,m_s_gt_500g,m_s_sn_gt_1kg,1.0
4338,m_s_sn_gt_1kg,m_s_sng,0.0
4339,m_s_sng,m_s_sn_gt_1kg,0.0
4340,m_s_sn_gt_1kg,m_s_sn_gt_2kg,0.0
4341,m_s_sn_gt_2kg,m_s_sn_gt_1kg,0.0
4342,m_s_sn_gt_1kg,m_s_sn_gt_3kg,0.0
4343,m_s_sn_gt_3kg,m_s_sn_gt_1kg,0.0
4344,m_s_sn_gt_1kg,m_s_sn_gt_4kg,0.0
4345,m_s_sn_gt_4kg,m_s_sn_gt_1kg,0.0
4346,m_s_sn_gt_1kg,m_sn_2_3kg,1.0
4347,m_sn_2_3kg,m_s_sn_gt_1kg,1.0
4348,m_s_sn_gt_1kg,m_sn_gt_1kg,0.0
4349,m_sn_gt_1kg,m_s_sn_gt_1kg,0.0
4350,m_s_sn_gt_1kg,m_sn_gt_2kg,0.0
4351,m_sn_gt_2kg,m_s_sn_gt_1kg,0.0
4352,m_s_sn_gt_1kg,m_sn_gt_3kg,1.0
4353,m_sn_gt_3kg,m_s_sn_gt_1kg,1.0
4354,m_s_sn_gt_1kg,m_sn_gt_4kg,5.9291556255730115e-15
4355,m_sn_gt_4kg,m_s_sn_gt_1kg,5.9291556255730115e-15
4356,m_s_sn_gt_1kg,m_sn_gt_500g,1.0
4357,m_sn_gt_500g,m_s_sn_gt_1kg,1.0
